RMS,STD,CF,TV,ENTROPY,KURTOSIS,W,BPFO,BPFI,FTF,BSF,W_1,BPFO_1,BPFI_1,FTF_1,BSF_1,W_2,BPFO_2,BPFI_2,FTF_2,BSF_2,W_3,BPFO_3,BPFI_3,FTF_3,BSF_3,W_4,BPFO_4,BPFI_4,FTF_4,BSF_4,W_5,BPFO_5,BPFI_5,FTF_5,BSF_5,W_6,BPFO_6,BPFI_6,FTF_6,BSF_6
0.47738574549309704,0.472792438228443,0.1086361587382406,853.6089999999999,0.2802357184382364,10152.479972944519,0.00482442344307113,0.007376401510831255,0.0088747977252613,0.03506915729748226,0.0072709072384774445,0.010017239575442349,0.0037563839476456584,0.004506269645360725,0.00482442344307113,0.0088747977252613,0.007071167664623333,0.0039868130228235136,0.0027451663427321537,0.004462358970616912,0.003933612035860883,0.005184278390859546,0.0027451663427321537,0.0019713007162798783,0.010017239575442349,0.005202472274151797,0.007697996050114743,0.0014570066017899374,0.001568149440351379,0.010017239575442349,0.0010651115535322622,0.0035043679737905412,0.0007296805187502228,0.0008585816346058158,0.005663191374447343,0.0015553679310560643,0.0088747977252613,0.0006345371135883478,0.00023608710127688017,0.00725065001664011,0.0012951234139170686
0.4004361864930853,0.4002254534142456,0.07136988443541985,781.8119999999999,0.19240259604681492,8261.451457206082,0.004952644573168722,0.0030931639060952816,0.003462447311411712,0.029811261241281615,0.0032012564980912314,0.004115861374871131,0.002739676922743377,0.0007729644001466909,0.00750444492271038,0.003462447311411712,0.0033101726478696816,0.0018989959515917064,0.0005115071233890031,0.004250638095750723,0.0019320007463875565,0.0030484456351582583,0.00048263510893751225,0.0001643261041262876,0.004224615641006523,0.001074272479305261,0.0020835662071730134,0.0002658260877334554,0.0001238196891564608,0.003022001616870788,0.0008632672822031404,0.003934940266686183,0.00022075000230941465,7.003302267226443e-05,0.002764290850328612,0.0004116571271930974,0.003462447311411712,5.909140894226268e-05,3.6227886796253106e-05,0.0033101726478696816,0.0004463239181307192
0.4653498742545763,0.4651346695944785,0.11076639043539546,835.287,0.2945928782907628,12580.563952770828,0.010708296841913241,0.006308355481026695,0.006586985271267326,0.04064555260326461,0.005174054962975762,0.010410823784848805,0.003033611183534966,0.0027477585016949502,0.010708296841913241,0.006586985271267326,0.008678867580571127,0.0027838680142875777,0.0009908519308296016,0.010708296841913241,0.0025433591388659338,0.004438705512173593,0.0007426336496797922,0.00014887852370824376,0.010410823784848805,0.0021028765702317885,0.006512465515248528,0.00023533694898336994,0.00022190296623942986,0.010410823784848805,0.0017569563301975076,0.006527387068027463,0.00023428832550610664,0.00015192551719162234,0.00855811109450987,0.0010053042468551518,0.006586985271267326,0.00019879621416996776,0.00010770340669911599,0.008678867580571127,0.0012307675280867686
0.43155449440438576,0.4315250146700423,0.09246570651366667,842.082,0.2343630274794966,8773.873494430827,0.007179653199124009,0.004176137499533821,0.003698402464071851,0.04260498524674621,0.006586443308775196,0.005390691932128001,0.0031632119395793292,0.0036183680569251684,0.008279887197494581,0.003770811682465872,0.0064097176431625776,0.0016065297376686748,0.0016726470152726926,0.007179653199124009,0.0032057065473882584,0.007585142354489553,0.0016577607052204284,0.000517383906754849,0.005688359559215066,0.003306552461855644,0.005930430274677505,0.0003545555447252432,0.00018990184221225339,0.005390691932128001,0.0021485023113257877,0.004189644846086183,0.0007115782037513673,0.00024893905875810314,0.005744968189199582,0.0017858504593214668,0.0044171059234908204,0.00035148867156535477,0.00012163086842937024,0.0064097176431625776,0.0012157615715649118
0.42301821723109634,0.4230179138342159,0.0857347755669896,789.413,0.21360016041761604,8994.93729849539,0.005189726406911326,0.006105253803355865,0.0049023797714468995,0.041522600267957746,0.0031433924768986647,0.008667453551545835,0.0028872891542689808,0.0026910920000595955,0.011064463900236169,0.0049023797714468995,0.007822400481785381,0.0037306401449047673,0.003659793172940516,0.005329436071222192,0.004231213327818218,0.0038079163400642027,0.003659793172940516,0.0015098189118554655,0.007204130942138579,0.0013926366821418559,0.007805536331781098,0.0012727776171407837,0.0009280952704264089,0.009200190661719582,0.002997952871586086,0.0015931378009444556,0.0012129109072047744,0.0004635282641131509,0.009210850208538818,0.0039894234147310045,0.0049023797714468995,0.0006770219651147282,0.0002808550962510668,0.007106063493849266,0.002574380827279045
0.44107875528002366,0.44053991383830576,0.07756413344874627,826.3330000000001,0.20882542106694135,8051.023763901822,0.007070923625739592,0.0013509797959352875,0.001512007406802339,0.03326316487446214,0.0023890157550449822,0.005822634025040377,0.000732681939948932,0.0009979120714430961,0.00870494139760803,0.001512007406802339,0.0024363815533875875,0.0018762235666409696,0.0003963131263333527,0.007070923625739592,0.0011188633808547504,0.001674350866023168,0.0002120878167999991,9.743826814712359e-05,0.005822634025040377,0.0010183083708382636,0.002667960105402359,0.00011775481544335322,8.107943089960535e-05,0.005822634025040377,0.000983526102477395,0.003324540273991861,0.00011100044067482228,5.126919095784362e-05,0.0034026560105675724,0.0003935248764793315,0.0017286173348343929,9.695514245805463e-05,2.8040667225217123e-05,0.0024363815533875875,0.00011379676277998274
0.4784278219955179,0.4783859952055275,0.08175407033409121,883.924,0.2505627283308591,9376.317276065103,0.006970358935924035,0.0020259209988880986,0.0028781990638588107,0.026621439872787325,0.005053744321322068,0.007144096293000312,0.0020481078827040934,0.000545950253981171,0.006970358935924035,0.0022587126682764892,0.004684626741693331,0.0011992396360640247,0.0005725065488546147,0.008204166623098039,0.0010169492541143932,0.005051572025277459,0.000430012724937803,0.00012635036972508403,0.008204166623098039,0.00036431175753501966,0.004344362544992046,0.00020712046800252113,6.515135153198908e-05,0.005733268672373245,0.0011893083507832386,0.002211263460783837,5.236583957900744e-05,4.43160130880575e-05,0.00464693508063216,0.0005473902816973888,0.0014781200626494957,0.00012638012745915555,2.5620687675021265e-05,0.004684626741693331,0.0001230112409153175
0.44539462795298174,0.44527898658825593,0.07854314897418488,854.331,0.2190015190808932,8278.252621949792,0.005781069465388281,0.0042798885683925396,0.0072043305690625645,0.03348179314846154,0.0032054407192549624,0.007172379811777137,0.003371147672349693,0.002961572705916203,0.008704112321124594,0.0072043305690625645,0.002935198956613365,0.0008186420894128217,0.000503962435508892,0.005781069465388281,0.0021638178980653675,0.003964927599030109,0.000503962435508892,0.00021600124240149667,0.007161468943998192,0.002961572705916203,0.004325866331721093,0.00024094514857065657,0.00010166380815525531,0.007172379811777137,0.0009293728188988253,0.0031768603611259704,0.00014764908536021387,6.885024759896479e-05,0.006242265100753996,0.0007201522525444617,0.0072043305690625645,9.905933247667897e-05,3.393227289338329e-05,0.002935198956613365,0.0005294244282077605
0.4288745650864889,0.4288679738070528,0.07493250786504517,826.317,0.20341474476377894,7803.455493074286,0.002170390866797221,0.003502259873568941,0.004088503834755706,0.04051027593321967,0.0012140631276143367,0.0068043645641010075,0.002552045979172672,0.005353580508325083,0.006411221167506684,0.004088503834755706,0.004813217366535463,0.0028446876506440554,0.0026133353657858197,0.0040602933586872106,0.0027257456904750616,0.0027444125890136377,0.003320104674319935,0.0006214537910147553,0.0068043645641010075,0.00464531184704268,0.003348535452462582,0.0005322755579708126,0.0003668284866372589,0.0068043645641010075,0.00216323848425495,0.0037077488127831106,0.0005873241529931477,0.00028143565646112034,0.004810465508060973,0.0023215023768936027,0.004088503834755706,0.0003816953448934701,8.354312506161315e-05,0.004813217366535463,0.0017049179781885042
0.44232431452357446,0.44232018329505485,0.09486132759523642,839.2950000000001,0.23412404609244586,8531.377455585487,0.005045831360056112,0.0028493249125684933,0.0032495599951288734,0.035066052526473435,0.00340203707289655,0.0024542766757563715,0.001072033875395614,0.0023451246164214756,0.0066206696273051245,0.002715414749806377,0.0025347243964630806,0.00195829135937196,0.0006727105986005361,0.004606705811148053,0.0031905929528559633,0.00340203707289655,0.0007793803271868507,0.00021481097310392674,0.0033851802094234645,0.0016013157579185082,0.005398392726452661,0.00036504485333714863,0.0001347005689217811,0.0017779066146223095,0.0017244346424112567,0.0027241810436495436,0.0001684162691941756,7.869114511045953e-05,0.0014974374033925556,0.00018772986231101117,0.002024005849281276,0.0001849040357730936,1.0911294268058056e-05,0.002725201490670386,0.0005946230432778741
0.44310059523769546,0.44309754345625496,0.10187644540330182,836.0840000000001,0.23983379391388818,8448.629244004944,0.004541542549105231,0.0013504045394481128,0.003339932540737154,0.03383785623213326,0.0017227877842927637,0.002475107870717054,0.0017223075851729394,0.002586628739430268,0.0070068398964870425,0.00271383233869989,0.0025892893207576165,0.0017749817471583204,0.0005357322616500227,0.004436887635131094,0.0016855606158794377,0.00163546010294316,0.00047799916276872444,0.00037347813935008014,0.002475107870717054,0.0012135240537841116,0.00429948068531332,0.00011344889601912561,0.0001148949014960675,0.00222933566973914,0.0019334215027230674,0.0018134153417112757,0.00021252208340775857,9.256618472360404e-05,0.0025892893207576165,0.0005677543222129411,0.0024869902749334876,0.00015362130685823988,4.512981387185042e-05,0.0025892893207576165,0.00044745454479992096
0.4179596356482884,0.41777667281648145,0.07873356442682591,793.682,0.20707768141746688,8508.081362396377,0.0021298498851408235,0.0032579755970416164,0.005182796292572542,0.029821475871750287,0.0032921951017409324,0.005094027103410981,0.004505540567451787,0.0010959209534545467,0.006490711141203197,0.005182796292572542,0.0034305305498922665,0.000876521790486822,0.0004234380318999395,0.002423527256525822,0.004170605759081537,0.0027275297792756234,0.0005278048951803238,0.00012894842612988738,0.005094027103410981,0.0012846131811347836,0.004988990384130971,0.0001826830914646603,7.261636798578695e-05,0.005094027103410981,0.0008096253549658605,0.002238728884985928,0.00025566763350798165,8.187644343776538e-05,0.003401577622540384,0.0003138700159014498,0.005182796292572542,9.401688153943326e-05,3.915031865342179e-05,0.0034305305498922665,0.0003390018785489904
0.44260639522463974,0.44243755442966426,0.06885677947424322,854.5790000000001,0.2079923649681039,8292.780396479375,0.008196980194331816,0.0033966539303040013,0.00277417308783442,0.02731217304510017,0.004209602881743891,0.005184551617674765,0.0028847220049502305,0.0018275908676451736,0.008196980194331816,0.002956248503572395,0.003220936355966553,0.0011133953623445642,0.0006374475116685272,0.007749082132231268,0.0021115920430125864,0.004713647308534062,0.0006670107122457056,0.0003512094536062051,0.005184551617674765,0.0017017967541895199,0.0031159321054383695,0.0002085949915818434,0.00016030988061429657,0.005144735751299269,0.0008319934618315251,0.0033966539303040013,0.0002536267754309133,3.9259957492207663e-05,0.004952443686195979,0.001194788198525219,0.003023452332653368,0.00010276244096089705,9.469261465470587e-05,0.002910920816853749,0.00026705569465202724
0.4439901436476377,0.4439655795637792,0.07616521945870797,838.356,0.2139449663952067,7798.971283796234,0.005543183828509311,0.003766289561161613,0.0035416289695307177,0.03247249839661201,0.004452075538834017,0.004669710976796174,0.0013799776072509215,0.0013388119285671588,0.005543183828509311,0.0035416289695307177,0.0021248539552069586,0.0009923025651649145,0.0005433832040128296,0.0055271053139554155,0.0015156577855895176,0.005776379385329589,0.0005433832040128296,0.0002410815867334874,0.004669710976796174,0.0013388119285671588,0.0023649342959492035,0.0003610405859970134,7.950407744911845e-05,0.004669710976796174,0.00138564826175163,0.0050230473009560215,0.0001278838675373521,7.553430727008173e-05,0.003174389839363332,0.00034059329417177264,0.0035416289695307177,9.96355081150096e-05,4.3902679549104576e-05,0.00214685766556415,0.0003212566345391571
0.44834787693263367,0.4483412254859181,0.07723230589546566,862.3299999999999,0.2274576187635716,8132.625123445764,0.0024676334922406236,0.0030878014264063922,0.0034971814646036913,0.03329783883288472,0.0032675674730746887,0.006853253527926949,0.0024215295004761735,0.0018519697874900536,0.006158701353693171,0.004713787742407548,0.0027331764181770866,0.0008478553562147617,0.00011735926904404533,0.0021259168679061808,0.0041533061372517974,0.0038707624897714385,0.00015171552517837019,0.00023728892191274221,0.006421893909687652,0.0014795656671183124,0.0036820420366643937,0.00028310684794824264,4.927228372053824e-05,0.006853253527926949,0.001961422622263955,0.0034973331571824437,0.0001588997125399346,0.0001054421764317056,0.006384498505567388,0.000817350441554413,0.0048326469921210835,0.00014228430623527573,5.661230965727745e-05,0.0027331764181770866,0.0005130384744787207
0.44202771052842377,0.4420251548161421,0.09367302575517418,825.297,0.2361412267532383,8887.840601043195,0.010432651694030914,0.007397694606250178,0.004952155179454131,0.03506373791364701,0.005784761567568743,0.007788437948962909,0.003994713135936359,0.0012150872107026742,0.010699232884808748,0.004736765959400579,0.009008954820139456,0.001270853767353329,0.000452646211914003,0.008188411903980591,0.002821947124148174,0.005183018611758145,0.0004685694307001857,3.798234578084046e-05,0.007448089012360047,0.0018668195965138143,0.006986286277585723,0.00026047664141979075,8.968376467839043e-05,0.008301323716054274,0.0008038204590429194,0.007878062993302255,0.00017648507312362672,4.948426466280383e-05,0.009008954820139456,0.0004558535329567976,0.003893254136213032,8.722720111243725e-05,2.988881896661913e-05,0.008970000821386503,0.0002325876077435339
0.42702851055652596,0.4263526032475819,0.0855313077980306,803.0339999999999,0.2165317380791237,8125.0413611217045,0.003325149838693694,0.004392726608911133,0.004031780828354175,0.04141210452987077,0.005224785986358303,0.006986707440755572,0.0017803450708721174,0.0017972919974810343,0.008500823572635043,0.0032259837497499804,0.002788991594090964,0.0031524034949293217,0.0021911336451210677,0.003325149838693694,0.002400336172882675,0.006145915691749227,0.0021911336451210677,0.0014235956749728555,0.006843932905127301,0.002125659031795548,0.004778472410669241,0.0013588433567477437,0.00016821064711314217,0.006986707440755572,0.0027831947460751696,0.003241976038870348,0.0008753256763934804,9.16295849346115e-05,0.005843388426971002,0.002092651476602945,0.0026667026483890876,0.00023887526872201178,0.0001343656115495612,0.002788991594090964,0.0010001253214126655
