A,B,C,D,E
7.624345363663242,1.8950202989810465,14.748573554204674,21.741601621872064,-0.033627656821561214
5.388243586349924,3.3674149824601587,20.25506071540761,25.83313699580897,2.631246677322147
5.4718282477365445,0.3446559616903222,3.298983763793176,13.939037258029199,1.0717073843771936
4.9270313778438295,2.1536444608156664,12.118054193716873,19.103251510071193,0.5836693493401757
6.865407629324679,-3.5844735631509357,-23.791475051200884,-9.994249798918188,-0.034057343253098095
3.6984613031197173,2.8444543066045864,11.16671979538455,18.54199706051315,1.5377495336466942
7.74481176421648,-3.212867816209025,-26.064687774761094,-10.74233494194366,0.503910257985288
5.238793099104897,2.2837695543833454,11.629104881097549,18.682542244263868,0.20175895197347282
6.319039096057098,1.717804123309565,12.681599885222095,19.75317283682286,1.274896454172148
5.75062962452259,-3.158203185184029,-19.61782124570397,-6.59644687698187,-0.15249095649219668
7.4621079370449745,0.38064001710245754,2.390095057964053,11.312961725467849,2.0552762395357127
3.939859290502346,1.4889595364198902,4.4470569819313,13.797701366057145,0.9148711584206756
5.677582795986493,3.7406294458953306,22.688685202207942,28.777999098143326,0.7165557242695195
5.615945645331585,1.7065149451106225,9.017913846141656,17.495053042475867,0.6465268196471785
7.133769442335438,-1.082778457884144,-6.179757509741703,5.737109285460112,0.3538366505459962
4.900108732685969,-2.0570428676621884,-10.493496213060176,1.5488275977003114,-0.18984448652745
5.8275717924495645,-1.1232732263095477,-7.050087449019075,4.815902754689349,0.11062287578278496
5.122141582078628,0.17308862169548234,2.1651136155557724,12.018237102324669,1.346888712385342
6.042213746715593,1.5968116931504666,10.587109289663726,18.454638083159118,0.6758001966340337
6.582815213715822,2.9494055237932186,16.699111244225907,21.635268929116183,-0.24623484952655517
4.899380822787078,1.8367450511668213,9.450054269892995,17.442868366059518,0.09145566895079282
7.144723709839614,1.9135447172889528,14.271915189705014,22.069735688483295,1.1321748405885665
6.901590720592796,-2.430461911885793,-16.564246446924304,-3.820963995111228,1.2009352573465515
6.502494338901868,3.149379383367124,19.821163607574203,27.142209671564988,2.050572261947988
6.900855949264412,-1.7024856460450541,-11.720199754407687,1.2083201437857787,-0.1558006305663886
5.316272140825667,2.044022276175348,10.468517201092407,19.4485679185151,0.7170599931721606
5.877109774481352,-1.3569454546607074,-7.76359436741451,5.03607427149223,0.5054541013652863
5.064230565740932,2.5882249291179367,12.904973534190646,18.838574041788885,0.7983442945851686
5.732111920373984,2.2125870464375366,12.060868425510723,20.32561683312468,1.3968069688086875
6.530355466738186,-0.4529685030091555,-2.7942748935814365,7.939854367791595,0.8423490373375837
5.308339248274691,-2.060287533639119,-10.134266267363202,2.728791548868839,1.0112466581962642
5.603246473144023,2.278081047967944,13.053655489957988,21.134842052688033,0.03603876885134072
5.312827299880401,-2.6429525533528904,-14.595192867673077,-2.0814427477005863,-0.2783509046860659
5.15479435850128,2.150115227006129,11.419655862669302,18.43961620085302,1.6659934819836875
5.328753869163181,-0.4122384762546325,-1.1269249835008415,8.395464100911548,1.2944345028553257
5.987335401081099,1.3567423982112612,9.718675959534144,17.894659671755942,2.102241675404395
4.882689651364722,0.8664071743615411,5.437949928282684,13.691538459276108,0.6730129015037398
6.234415697817092,2.9967596428198156,19.22042555313963,24.701503779476408,0.7510596324031347
7.659802177109871,1.8512338477663208,13.170961026246061,20.10359059350093,1.4895813894210548
6.742044160577335,2.09600420496977,12.765800183741106,20.44349331653453,0.04826313541088845
5.808164447638385,-2.0451133036933347,-12.080735595622981,-0.23138370217680948,-0.5452604875731613
5.112371035915164,-1.920878276070465,-11.22942724365746,1.7578924445950699,-0.03256921681362457
5.252841706249162,2.8505306835234383,14.18860173029422,20.79822191116381,1.8435748082176322
7.692454601027746,-2.8391241905992737,-22.009956247615726,-6.641008170842086,-0.6052849668258923
6.050807754776029,0.9882259158945115,5.49535461362625,13.674026442168659,1.1739332633194597
5.363004353430647,2.084968137037708,10.853775139386993,18.540952396846038,1.8378463059934593
6.190915484667466,-3.6064396894498327,-23.655167945232407,-8.851619066708894,-1.1790402570142435
8.100255136478843,-3.3730535360419287,-27.091127471148546,-12.354276706894304,0.2276236684948674
6.1201589524816296,-0.13331685166837293,0.18058772781204913,9.62500646651616,1.100759202377863
6.617203109707419,-1.2425316699385962,-8.770221898016802,3.158395478477694,1.5870095333788015
6.300170319955828,1.9899435281309854,13.262738498510233,20.28056477097455,1.9789126927560918
5.647750153506482,-0.7619930640415602,-1.6408197306935182,8.286227188787894,-0.4593884050059226
4.85748180197786,0.959400769914855,4.5684607505305035,13.360066227889096,1.2956617885918025
5.650657277587123,-2.3156031233858583,-12.433469633214244,0.18248498337607927,-0.6410317438867194
5.791105766625222,-1.3765463905756175,-7.774955650402238,3.186477773199395,2.98660858516223
6.5866231911821975,-1.1093283185686054,-6.337103900495082,6.106533253067817,0.5201154891003498
6.838983413874505,2.5129168468277765,15.467146759288891,21.04177883023406,0.14159029579834048
6.931102081303557,-4.541238807688225,-32.53274651960955,-15.99857019511343,-1.2187292248921349
6.285587325254259,-2.968082117664578,-18.51267541103491,-4.915347101631187,-0.0008936880319446623
6.885141164270728,-1.5229319076431347,-9.598638601536628,2.069234958320487,-0.019656445945678724
5.245602059003347,-2.355951493046806,-12.227859976973397,-0.7732076212533245,0.783123241065844
7.252868155233288,0.5402316207591715,2.2536554676866176,12.241253306831014,0.9181800569241781
6.512929820418009,2.9265583009670966,18.23685555310207,23.407510321307996,1.2126345843151496
5.7019071648972846,-1.4419181193813342,-9.016389373692865,3.156006810469413,0.27900180135448205
6.488518146537497,-3.1169495537467236,-19.83539179632452,-5.940961793406867,0.482636453343058
5.924428286978944,-2.0352967396029156,-12.82000853633996,-0.6371333107197935,0.6362787029433151
7.131629387451427,2.2412039642189523,15.302628949695746,21.338147870528427,1.5438804310836516
7.519816816422199,-0.8722163698721976,-5.474159749085971,5.110621708105454,-0.32146169246263756
8.185575406533161,2.881131097099632,24.919032128215242,28.272597638359468,0.8159625096373251
4.603503664511862,-0.9670108054800544,-4.8649125919860365,6.544476999943005,0.5350689588559068
4.5558861945704106,1.076087984189998,5.327437063664187,14.359597146241187,1.5763827171290954
5.495534137053549,-0.5878483017013691,-5.11202420794017,6.272802193077865,0.21713319179301116
6.160037069447831,0.6195692476927308,4.014896592232469,12.362597265251402,0.9817209185903387
6.876168921116225,1.4640854383338382,11.257276838725792,18.584092387215943,0.515847698516805
6.315634947241605,2.4307711349456413,15.878644833866181,23.123740061595992,1.525400733821232
3.977798784175997,-2.149891591733139,-8.450775315348809,3.4047769501500342,1.0334542833314666
5.693795987371628,-3.0060368579203915,-17.504403572990977,-3.2252589210038782,-1.2422259736174903
6.827974642607246,-2.8215498256031326,-19.912262677662486,-5.62947656641591,1.038948437915729
6.230094735364384,-3.5482543228490426,-22.28504298170954,-7.58956761093872,1.4923147573864044
6.762011180312025,-1.4680253609928087,-11.47824504225128,0.915646886604073,1.0756997593906494
5.777671857389641,-0.7394311549578507,-2.661731596178849,8.864767056687478,1.651436665983879
5.799241931070003,-2.100393503401366,-11.616479436277409,0.36856950407626393,0.028177345218708183
6.186561390988285,-2.4003488150134236,-14.95234233807981,-2.4179002129333975,0.1919739873074896
