b,a,c,d,e
-2.4818392814234747,0.34705204008375345,-2.3329499385755437,-1.111187655216437,-0.9773844323069016
2.103551189927568,-0.487780143142618,0.618891800843713,-1.7038766564879817,-1.1623043544221445
1.5798687342469382,1.7833774065053352,-0.009650159429490268,-1.1646143165897755,-1.0394401446173347
-0.7052674975592261,0.8586535596041837,2.6329284053778226,-3.206712114674479,-2.3766412040676936
1.2684564685428783,1.7609247928026848,1.829452919330525,-2.2266725562091483,-2.110730456222577
-1.5803881235268982,0.10197445392172722,-2.068406287592256,-0.03273955443078458,0.006470492590858884
1.6378964703279315,0.6227624123218934,1.1845367138769196,-1.0799580696817217,-0.9042586000806954
1.0242488348873682,0.9194451746111226,2.99206787542099,-4.500831593265678,-3.733985953313274
-2.1749209294083163,1.5255809062747747,2.13091592757653,-1.8365176153821887,-1.2566910023240894
2.5105354950105268,-0.243649362175826,0.48257021336254974,-1.8693555391924113,-1.6988501328387984
2.439832865239338,-0.3680314183364276,-0.11633018314400473,-1.278197580727376,-1.2017111973551255
1.1981277766907743,1.867254882062231,1.0762013759975688,-4.086619629560967,-3.1115282453813604
3.0559987161852615,-0.2882972976362239,1.9713111570031274,-3.1543761101540877,-3.014901558859908
-1.9492360240828508,0.7852275702420516,-1.7477241931126504,-0.8506272047048301,-0.6135894504554902
2.9980574004489347,0.026191701805923062,0.19232157322303534,-1.3069525852947503,-1.0015420859116593
-1.8080335188255705,-1.8526674181068503,-1.193609687976597,-0.38492631331125116,-0.2995442657693449
1.4567190589396757,0.893128601129318,-0.22931994277311224,-3.324521811524712,-2.694037896027449
-1.3068705790999533,1.3691542621855666,1.7391899333239618,-4.8467462196342215,-4.192733153741921
-5.469856239986828,2.8891894742141484,-4.708298396183905,-0.4794007076952864,-0.3756942941748588
-2.8445724703588233,0.9066673662111264,-2.8395864161628777,-0.9857044285280557,-0.8361004509155061
-0.9137538833684301,0.6545238499315242,-0.34546457371913,-2.343086682803262,-2.3579442632504684
2.840813100753102,-1.1465208478232538,1.4607413989895268,-2.1503899434253166,-1.8494703096588743
2.1675681718090614,0.06953123861699945,2.1144190659740674,-1.3500757749748513,-1.1021155305716308
1.609041201336419,0.48473771922428566,3.059274938022119,-5.070272800669279,-4.05722922661181
-0.537376141523686,0.6407852901512778,0.8432623321991543,-3.3373955790045264,-3.081601408080846
3.1196608392189837,-0.6183786623974012,-0.054051486130035034,-2.069022990818718,-1.714706671535943
-1.3457935232125995,-0.19528199458989126,-0.5809693879265417,-3.0499795302451425,-2.4164212612650924
0.9546848513794425,-0.6902514651447369,2.030057107588855,-0.6649490353121954,-1.0165474019364649
-2.2407127272053446,-0.3987331714223269,-1.9969466644325997,-0.24637158705162732,0.061055240457964566
-0.7789005224720885,0.265024923945701,-0.19405416932779485,-1.0869751487440729,-0.7803763404173151
-3.3053584407692496,0.4381475968395755,-2.745042210482073,-0.28320380635693443,-0.35260655149601594
1.63580056534171,0.2586254799338105,1.583631284177639,-2.2083384659135277,-1.676154499386714
2.0795042432018627,0.7607552896559342,0.6482554045129787,-0.27148662185672556,-0.09355381572685853
-1.5768816390785734,-0.09032446521157678,1.3230516737044484,-5.232500806354739,-3.731554425136084
2.243373273946017,-0.18779211219236858,2.4378531605223235,-3.729653421993418,-3.5353816677559675
1.4809109174023454,1.0430837679095628,3.5723822600051998,-3.843789906665456,-3.9275276366642484
-3.277589788501934,1.3755862635876421,-3.0151354168207924,-1.2770321383335723,-1.5202603795081544
1.7704481595298538,1.0280430129387728,2.0163283871516753,-3.421856457636543,-2.7975391194951746
-2.8496145315253627,1.6766344611269444,-2.817236512297374,0.30428289662938424,0.4181458222530964
0.5970732998749428,0.9350331067924565,2.0796435345893984,-4.282297044237076,-3.7917682405816744
-2.2218088216190024,1.1276235965124008,-1.5420426712199553,-0.23039870765292947,-0.11488693895077201
0.6754911268187472,0.5029138062299202,3.2402469264977145,-6.901466815315242,-5.305145551622586
4.019339655398234,1.6388421918049823,4.061970366066122,-4.069658129019667,-3.242638619415324
1.9320532317783339,0.1700819885066689,-0.10031744078576182,-5.196567034439781,-3.9661866718272236
2.419552784628461,1.5027165427340425,4.018406273531575,-5.647686223261693,-4.884510543157178
-1.959447762302574,0.3726828870007468,-1.5920268491756704,-2.486429812065874,-2.552276945681787
-3.814315699358174,1.4880504187243138,-3.636583674633188,0.8282607826129351,0.3603129158602327
-3.3491938958498304,1.8133388368644339,-2.562130823502467,0.35296507653910847,0.5076251836031268
1.4664421063883668,-0.82963944533332,0.7255615776170476,-4.804969593880322,-4.107558362231518
-0.7326111340233341,-0.1552944072784539,0.10373097057420189,-2.487952406810592,-2.8803231782358756
-1.5003092413444272,0.08887949416879992,-0.8795938184412981,-0.8276275888850239,-0.656083848375609
3.544718747402291,-2.208192813849057,-0.7003591390590983,-2.626740578277557,-2.1508620263931975
0.5128871448154011,-0.25480827524588734,0.09214186410656355,0.06166256390118052,-0.3325413837814981
1.8315003613595198,0.1583431791894711,0.4174389527958123,-2.0492622835125314,-1.64736681890407
3.3515694235679563,0.07327984033755308,0.2646935038898923,-1.3804663881168289,-1.004093531898058
-1.8603054195390523,0.8230766527952778,-1.612202365905057,-2.5297982754214416,-1.9392958650706227
2.019469501597016,1.4979814140720982,1.1155482193786888,-1.166102070534934,-1.3362194396405347
2.271605911564925,0.49727632935336297,1.9543044337125164,-3.4843691859426813,-2.932555800777028
-2.0900143284989716,-0.5981589462310797,-1.0501960254555809,-1.9379250127853695,-1.6234812991222154
2.7648562862643122,1.550446391263141,5.010163812442098,-4.113025418704386,-3.6417344674370167
-2.2501130325267464,-0.324821938336337,-1.9130790234179789,0.924064626725307,1.0656398897050336
-2.2244246762982796,1.20994398157978,-2.0155644198139315,-2.4916716874074396,-2.6823029789861814
1.6755072909638122,2.651122834053845,3.7167864052736834,-5.720861993862947,-4.539386454836276
-2.269148425507656,0.6096450969330026,-2.2656895828899195,-2.676202043792543,-2.7292416202729863
-1.9706273603573377,0.9897756180069762,1.9946625683347559,-2.260778323763328,-1.8601162763616708
-3.191449439710764,0.8580773388580097,-3.101181621453561,1.72356274292067,1.6199298591251543
-2.7349969780299155,0.05463974167094893,-2.5808799056994363,-1.8544769222015254,-2.027013967204135
-2.866193595689703,0.5259865424229183,-2.1829851558108375,-0.5661869727968121,0.03880123936314539
1.8457107274928763,2.070672075463495,4.9882071520048195,-5.564512791907464,-4.677999471150648
-1.7467102247584008,0.361767008170379,-1.641968796632709,-1.0261879461447005,-0.913345993071106
4.107436763264785,0.026738346478802744,1.788035739179752,-1.9993217023461245,-1.088201304540203
2.4599723259268624,1.7877428354527671,0.028031066886570387,-3.3766546037798983,-3.3805232658291504
-2.7236320206635045,0.5465815637094671,-2.2152856553961016,0.14031307873435583,-0.12850821924332045
-2.186926632522927,-0.7998600725988436,-2.269593009718876,1.7401991107661339,1.4633341747288875
2.167722776743453,0.3348848823762999,1.639502133006855,-4.226558690122356,-3.236194669899771
1.9610821481702374,0.057718764518016885,0.041075271673814404,-2.377838477873822,-2.151456487254569
-2.0004864065162438,-1.0209151912673653,-2.073245850828966,-0.8782145775666622,-0.9410422710594388
1.7067177739375161,-0.7142903635822833,1.5888578008004801,-3.5244784424476823,-3.0532917629345735
2.4119270476318704,0.3792625115342147,0.0777652499187989,-1.916016503244969,-1.4147156648716908
1.7418306439426605,1.7528934420703117,1.8413244160582367,-3.75385429872338,-3.1721228389173666
2.390629183351132,-0.1220806380917856,0.3134727754994652,-1.7507227045354594,-1.662333999465053
1.05078315201629,0.5820446913014274,1.115219472530307,-3.002526627791561,-2.804651124429027
1.193886148553235,-0.42797297620471886,0.38183943200048376,-0.4827423170318834,-0.10763641081477295
2.9439146546523167,-0.08844348767672527,1.6180547031527124,-4.861948529218502,-3.8744045551684554
3.4197202839716385,0.003934427584285971,1.590161276458287,-1.565260703706908,-0.8858007248446358
1.2639208151017594,0.3318544623410121,1.5440597212753984,-3.9786992376003925,-3.02670915795204
2.296237347443763,-0.3708616824226034,2.4189167496983908,-4.007342991638231,-2.6574428549450833
2.9631855275800194,1.6515097450407608,3.2252843262666473,-4.273780999513215,-3.484226892915098
-0.7905275701968093,-0.7181328282201893,-0.26984740506201954,-1.384507249351961,-1.1251706856068073
1.3889679787195541,2.4762933893417145,4.265290975219084,-2.980807619152971,-2.2842273310219383
-1.1262551429782186,1.1159491458598891,-0.9555243249718397,-0.34621279794761883,-0.37528696609480644
-0.5987674932421119,-0.7899522123249969,-0.11175369506904587,-0.4741499608892312,-0.6874615175671165
-1.4480583545717995,1.1626400313502374,-1.5318294699388602,-0.7348174305419994,0.02741400352164214
-3.0514229113931086,1.1338727473308103,-2.375735995682619,-2.340564831858069,-1.7451426669610965
-1.8470851077407542,0.17524616175478586,-1.2756774769110737,-1.4952095283284697,-0.6901172031961473
1.8094250530474925,-0.3112567301531678,0.5197423170833395,-1.5495299009914825,-1.0230306551253383
2.4357667609415423,1.2339013275818305,1.8113985052951347,-5.123975246199768,-3.9448486903621984
-3.0982799541385884,-0.4900625326551261,-2.2588426732346787,-1.7750313709748173,-1.2502727843343355
