eutG,sucA,yhdM,atpG,sucD,flgD,gltA,dnaJ,cspG,yecO,cspA,yfiA,hupB,yedE,pspB,pspA,nmpC,lpdA,b1191,ygcE,asnA,icdA,aceB,lacA,lacY,lacZ,yaeM,nuoM,atpD,yheI,folK,dnaK,mopB,ftsJ,b1963,fixC,tnaA,ycgX,dnaG,yjbO,yceP,ibpB,yfaD,b1583,cchB,ygbD
0.8083665774372168,-0.8746618927154947,1.0293418469107514,-1.2311081849881154,-1.1169576781624477,-1.1834993060791363,-1.8866762254354066,1.708990277786722,2.0108734904916616,1.8459811585470076,0.40239088511013826,-0.2575892082560026,-0.309673633658977,-1.3321942038193637,1.8126069507908535,1.105680033602908,-0.4695297835449063,-1.4267532457141165,-0.2213882378109221,-0.36820353008283724,0.24239957084598399,0.6944166273520251,0.5609202980287008,0.6346803863134703,0.18650891338100228,0.39625974978553047,3.854004702820459,-2.4243566731196906,-0.3675091964721179,0.3488430217079752,1.4328988431163783,0.06623538080557895,0.68519054994851,1.1750757615332772,2.5091238531247333,0.37133821700464337,-0.418813400926447,0.3829182101636372,0.8067604126775451,0.45441340161695915,0.1991720098272115,0.39846662853715425,0.2566505620007366,0.9190636250344637,2.152638546107648,2.3307133841846124
0.09911683111850093,0.4539030144738182,-0.9156792194939511,0.04274637427694696,-0.3009228188205081,-0.5981719015034055,-1.6858369704642187,-0.5869255030703421,-0.3436237235971811,-0.9055252492489279,-1.1764656218903895,-2.286335104514287,-2.896984060426214,0.376778048205127,-0.06453428066924406,-0.5826699374222196,0.4209565887877657,-0.027128474678278617,0.08217767315153453,1.2551691353900087,1.660888728901318,-0.35573484094203944,-0.0797738340771086,0.6332936732230601,0.7570342198539493,1.3181635859857905,0.32371744601719005,-2.458499569097482,-0.11459730577616171,-0.3937100769455468,0.6860382366482118,-1.0260667303657593,-0.27376203613059286,-0.1028478354286081,0.22016263949336834,-0.1065644593876439,-0.7110755820690261,0.13886433513863605,-0.03554889826909333,2.0108469038696177,0.4976344420523852,0.13285612543547415,0.23554725727251538,1.7265378594424994,0.030640922596249405,0.31475271422034895
2.5812266937751804,-3.5079327112890333,2.671973784623937,-3.718922455442825,-3.118420359412697,-2.33544699085385,-2.317512626696876,4.378602033040205,1.8929114710057653,2.364178941742232,-0.16025872894385665,-1.1975970494655614,-1.523758343409821,-1.9021531370548137,2.4456615288448105,1.4446570420996085,-0.8739946759124149,-1.8061225126110303,0.5050532938002376,-0.47572935647521647,-0.2828804205765527,0.6354322657138054,0.9063297114847383,3.378551522077698,3.853385159045615,2.611441338111703,0.7450367287664601,-0.7586316117080085,-0.6149210158622379,0.024212781474542505,0.15517912334910297,0.4089005896950607,0.6032608827024273,0.6873307902727899,1.091107051428441,1.0477927469802935,-1.5769466950866051,-0.06806502680556663,-0.45954830966355786,0.46675391683297324,2.60634242039366,3.960046761014241,2.470598102412242,0.8631724308694059,2.147019575760433,1.8712129561636393
0.3965135172153639,-0.7817010449454828,0.781598391158358,-1.1942326956041713,-1.6481807091684295,0.4596829149103347,-0.9217821469536679,-0.23225880419553696,-0.5676053892427065,-0.2801458812910441,-0.9938088586002847,-2.289991536224572,-2.782359947734886,0.003330045517683148,0.019035205755886304,-0.4261312665451025,0.5829691437070444,-0.17417379324727034,1.9558822763769335,3.7933438428967547,3.520114680616349,-2.248878796479729,-1.805229216526009,1.3409989074377782,0.6738440521266591,1.7618926488941478,-0.679824737283714,-2.767516696364225,-2.6760762102163036,2.9610162950284655,2.7486680757172866,2.5296512144105536,2.987303751582748,2.5807282913943492,5.218419854467561,2.3854260019521303,-1.880528427028257,3.6557170176289326,3.505330672448921,2.0291586861906974,-0.9071450354118723,0.9668566798607279,0.05295294263530711,1.9271349195444913,2.4685892169712993,2.2587914413022365
1.4795512980230425,-2.150611223551502,2.0931145101894657,-1.763224350443987,-2.1930002178239776,-1.0651427572575631,-2.680222546829371,1.4645491848422763,0.974684380555715,0.868210000148523,0.04521753870288533,-1.3104121116158627,-1.5750408934225135,-1.109706876316464,1.3190879654415035,0.5931084713672099,-0.7903347352866193,-0.5162917698670096,1.090108274079504,1.0610848154501389,1.06372373526847,-0.1934527669748983,-0.4521133500148073,4.932499477546832,4.8550199545680215,4.665312850364064,2.284770288668861,0.6382820592135108,-2.1594199276044845,1.5685820977171274,1.9395339915161396,1.0001266440362955,0.11326795819319714,0.8737438996790432,1.649220402003399,-1.4254760853295756,-0.46956869427076603,2.4389751269795625,2.150369460918544,0.277270510755755,2.3439117638398246,1.388825520886389,1.910070879615701,1.2413905553974987,0.15677361979729387,0.8706196779345983
-0.3635495782652363,0.714969766423706,-0.7925477033647218,-1.0829571290601883,-1.5589543283039524,-0.10508320035989038,-1.4244486327179662,0.6149718679433078,0.48887590888030247,0.6918218918555356,1.9874125342747149,0.460678228008219,0.02345130902817269,-0.8218892538887426,0.5420930059407627,0.7486079519987454,-0.5206513613538711,-1.5787134378794334,1.3428469835204133,3.5606212325756896,3.4747474967191923,-2.4614437113620533,-2.5133635121156823,0.6544919864437407,-0.27338550347313745,0.9552629889867178,0.9055327137551766,-2.1489273195402814,-3.2153351740185965,2.773860879260461,3.2754587825572683,3.4549631464053685,3.023549504535785,3.3224245914326107,4.297249815023587,1.2171002577385415,-0.9655308818261573,3.2253349366500785,2.2159130455488145,1.838294133467735,-0.5268560053078605,-1.0988948240401486,-0.4973902555208027,0.5085007755545611,2.5115692742232554,1.6337197928344798
0.011878768986232727,1.8645937387664244,-1.3565345566901235,0.4206137321944226,1.3891151481131663,0.2887705796601362,-0.3823735523624862,-1.0454214321322566,1.2505303452133065,0.7836083257206103,0.4573379699255833,-1.072988419858095,-2.3472827819329702,-1.5276299344702895,1.6073478224119204,1.676648462818935,-0.7894947729164423,-1.3480100054431787,1.3160050313854024,4.3918889098687375,3.727134010743916,-3.711554040199151,-3.802075337839057,2.542689057779986,1.7322629483642564,3.2866071252409848,2.974067425253705,-1.049152260134975,-2.589552786974143,1.7454630027165317,1.785931490514831,0.6783280126951411,1.0483203853272125,1.2510965195905805,2.389975032487014,3.0849922496447366,-1.8342459746602668,1.7202822251961605,1.532347097248114,1.3733128475644834,-0.9447951294411758,-1.8887837250203874,-1.2290941446928212,0.42763405100088203,2.294913968192929,3.1313153579938837
1.0032808167176055,-1.2756601706084219,0.3197294498505971,-1.1967417660967579,-1.1315432481165806,-0.4456185494965107,-2.1164002434125324,0.5540469808581581,2.4548247972527895,2.6535887957677815,1.9841192291960366,0.37463595195017474,-0.6339276163527614,-2.486382156059456,2.616578721904954,2.449419390142037,-2.4306826955649528,-3.202684997371677,1.4731845597929112,2.717704610579764,2.640899853236229,-2.0043962673349767,-2.037529729362539,-1.0783957699506492,-2.172222277957673,-0.02898535677744992,5.489001820116962,-1.7855079594945844,-2.182377030679857,0.8979910477690559,1.1540782187022645,0.52589497678101,0.2613935051297498,0.2301079159344741,2.247823796743135,2.234073256374884,-2.1771860865612807,0.9147628843312408,0.815179756792646,0.13338438506847092,0.48310290448947535,0.7549975938865744,1.159385892583762,2.768439590932075,3.5614801080688507,2.703364450279189
1.9788500283073767,-1.681697605483949,1.0466304262045016,-1.1532090877109515,-1.2181050961501012,-1.970140761386753,-1.5779098105344673,2.4061980158908822,2.7190953838458847,2.1097566751622123,1.4256458092337942,-0.41729199817591245,-0.9534997141253622,-0.8815384729645136,1.5397893662917803,1.170964421722837,-0.46975820541571434,-1.547366510620027,1.3887723841903934,2.4886168453891204,2.0546338065680847,-2.547565394589478,-2.6107103481073812,3.1406010261658577,2.2506681102210666,2.59821759745559,5.369873418641405,-0.7566946372948149,-1.686497729614533,0.9065523881695537,1.1868897612200993,1.077531104487166,0.46292600485295393,1.3387448183117496,1.4135544061473582,3.1469229834188472,-1.603574250890896,0.7000911533173205,0.1479379375781312,3.029425505145918,1.0350819600708283,2.83684175987096,1.7329898289505214,3.0075531473169104,3.4198096934379554,3.7955301294071253
1.3247112453333567,-0.6368225820256923,-0.20893670612884357,-2.317640678412187,-1.533231190556368,-1.21161466840071,-1.489046729772372,0.35280384513860047,2.1090192449015035,1.7295857425844345,1.6474110999753673,1.0128785188587124,0.8237518097076685,-1.2942833490550003,1.6298856695699464,1.5925009212061334,-0.15353912331800829,-1.0769835044705678,2.190852359919927,4.742239594502084,4.105313239058462,-4.260956650893773,-3.9734338433427085,1.7488289116948785,1.0760471672256475,2.9390167550877635,3.3222486308722066,-0.8384039857005197,-3.3462772098914573,2.3065760814908023,2.293146418628715,2.5246205094113945,2.4841052573264233,3.2616514198223756,4.284456631647096,2.1958024910071003,-1.7644296486380462,3.0028792223732825,2.4296365322745017,1.5519411421431566,0.12983831435397936,0.8797585783303677,0.7218688267504879,2.5437143582665644,2.2520565671483723,1.9973772718038083
-0.6403194066031904,2.869205170729419,-1.3519869666756168,1.6466219453224467,1.248663954032282,1.577955326334207,-0.18622933170885145,-1.3868546482038584,3.0596487906929113,3.161867706165861,0.2585807259099843,-0.4802422476322988,-1.0037428728256617,-2.9810070836811735,4.165441516733027,3.0863684921934036,-3.2118679491518565,-3.410320037677653,1.316333883888192,5.466223532696043,4.527397928153525,-3.970035509009877,-3.509065717000411,0.9447126847595302,-0.5650415506735452,0.9533654443998515,5.745831076026532,-2.335623079527239,-3.3579200428142264,1.427747301339576,0.702867201431372,1.2663550723258483,0.8347025455344486,1.6999263591664506,3.2351738182552507,2.4593578275503836,-1.6792222135086743,1.793053231270794,1.5643274634081177,-0.7627757502333723,-1.3648872682874398,-1.4656321506015968,-0.2887826841213414,-0.21856495079975627,3.5571595577479127,3.0184884180036584
0.08857542743677936,-0.1078026843459352,0.28034395923863303,-1.2225789363691502,-0.822523818794561,-0.43942603452970525,-0.30818464861206535,0.16941331644255422,4.090218227792625,3.788972081591612,1.6920822214222164,0.2356988524999471,0.2484218687202862,-2.668147617196646,3.3720411414640923,2.220992007101829,-1.5943161215388308,-2.4612368244755882,1.1834375952141003,2.6422374790211314,2.8506944705414634,-1.2052054450704566,-1.3569926255841704,3.8655875854312916,2.7315049018652244,4.582112902431877,6.503712622916946,0.37502736307615425,-2.0979293876084917,0.967534520982832,1.8210634906792942,0.7278684218946088,-0.4543544245649136,0.4347529039791709,1.3918356475976497,3.499571547673921,-1.4499033525768135,1.1136471226228126,0.9676896214280767,0.448307920493736,-1.0138601007112134,-0.5294569187926523,0.21487380605084458,1.8932583869083763,3.56685230041458,2.592981766281071
2.001837410184524,-2.9401474293675824,3.3878097053607994,-3.624747987549628,-3.3192796476769804,-1.1360559263288692,-0.7337300883347562,3.262685414128483,3.339789873101051,3.28223657727082,-0.1328060486905063,-1.5194376769914895,-3.264177067173366,-2.678724363874109,3.8309876973530557,3.396451952636054,-2.6481216652609287,-2.3641292068750714,1.7590101300851113,2.3324858000083326,2.3504594969720163,-1.6132682670551528,-1.4167759081869016,6.921357570302116,6.261971678776702,6.883094231242996,6.892551139571467,1.0178458845884022,-2.4865178533239165,1.2701887674691696,1.6462885693151015,1.6545483957636444,0.54567508426076,1.0661294255943485,3.0057254559299698,3.491779091968091,-2.304665424881498,1.511813441505418,0.8408081518392162,0.6337331266491363,0.3563507524266778,2.5338756623760674,1.0483444921601037,2.711762402801519,2.7816422063688244,2.323796776064511
1.7907338464196556,-1.213487948377696,-0.5040678910967061,-1.198887373959107,0.7494971123606258,-1.4777424910080756,-2.2386666160981807,0.20168569050094706,2.7179259173906396,2.283133774220302,-0.34475661118456474,-1.6758003603559675,-2.4595399457195195,-2.416925239481315,3.272877524848264,2.558357663082526,-2.188243660651614,-2.9693428876101042,0.09252035995371716,-0.23261183193190757,0.14149496574194478,0.2953289108018134,0.8862722952116154,-1.0182440854746966,-1.4294061988537279,-0.6350321929053824,5.508026386115211,-0.6642277429652266,-1.6088366809530832,-0.18235035439621744,0.24831044837975677,-0.024010361827851524,0.14227704341070674,1.1791502404436291,0.8549020559824855,0.3893811933737774,-0.5104852856491815,0.11436662081337415,-0.13057191288967887,-0.3592265189438809,1.8211392539626634,2.1058526211287325,1.679301873001717,1.0402610476313334,1.859175126146926,1.8940170100995164
1.2988705840509276,-3.2132911116827665,3.2852466550193102,-2.1761974468477208,-2.7361808040834514,-2.6821029390545763,-1.1694502255140753,2.029069352691783,3.1547218772163563,2.95318171070016,0.3668317105857635,-0.723339662931883,-1.2211398510081708,-2.6679981216624586,3.100668800497007,3.126872693202175,-0.8494485577204551,-2.2586009322310687,1.2018713763038018,-0.2751440839342785,0.31637701156530157,1.2095356597307463,1.2595938181628807,1.235279095142514,0.8075972784321949,1.7242027369382544,5.699979738893866,-1.503442188007304,0.016070438628668852,-1.3302305340858578,-1.0988375451770425,-1.64493191555609,-2.24822811581009,-1.1514359598949968,0.026287730283521323,1.704779288605795,-1.6969236969683468,-1.0502402216268256,-1.2074000938506015,1.0463865688737126,1.4196061904421042,1.2732683059808525,2.5479574795158,2.3286127861127333,3.6795875347043148,2.2269415476476664
0.514585601488713,0.37225965447377185,-1.3772283646802765,-0.3366927125646154,0.03085790885382567,0.594353566379944,0.07692366271883952,-0.6134523328122077,1.6047616130397386,1.8358561194134821,1.94813485585081,0.8196950356382763,0.3777912791314695,-1.1499069012130667,0.8856051561351209,0.576273430600863,-1.5313931898239617,-1.9992991425924094,2.1324321761447957,4.656813914007845,3.5685751416612557,-3.104681427746011,-3.828224011523031,2.8264836847893267,2.0333648513251377,3.5730287949338044,2.2891228116110907,-2.278469415703968,-4.18279277567249,3.0626571785838466,3.141573067882821,2.4297913843861183,2.621173529137377,3.0325697721406053,4.872211426572204,1.3461972219785074,-2.0631075007513906,2.5540030506372546,1.7096880979133569,3.2458608370627826,-0.2707318231601809,0.20842211161948254,-0.2933547475093272,-0.7999664564779961,2.715043819180202,2.5451445959440404
1.4111551451327093,-2.3686768265243328,1.7815195759343172,-2.4043255512002473,-0.9065722077882908,-2.5760483970214803,-1.3822398044541593,3.0248134772220867,2.009590895618603,1.353870445664681,-1.0647196506487921,-2.1366017205241237,-3.2257976169421188,-1.6320113167658423,1.6306421257707537,1.1755306258680243,-0.803919045785739,-1.651418211064505,1.3485947724425391,0.33372046022829815,0.05080064960096388,-0.06986863455875217,0.5282174245045848,2.3272463492807316,2.9138812988043785,2.365547732665523,1.1405060549304986,-1.4878842239570589,-1.0247082309633735,0.506856950569443,0.8060730573308867,0.5197655253986165,0.5356672500101575,1.022542015348747,2.405556494527597,2.1345921810184594,-1.7662828148919851,0.037246133291926206,0.7338771029696066,2.6592825377050877,1.6022803076559888,1.970408775711769,1.0701380340511413,1.971096941300343,3.0231801295608722,3.3096239308684323
