G942,G847,G2953,G1896,G832,G2920,G260,G2570,G795,G866,G800,G383,G418,G1294,G2835,G1217,G257,G1800,G2208,G200,G599,G1276,G261,G1853,G311,G43,G1033,G1945,G1338,G266,HT,FUS,G1789,G1263,G2318,G1750,G1373,G524,MIL,YR.GLASS,G775,FT,YLD,YR.FIELD
-0.08787034877270433,0.9804629845606286,-0.1680156493297309,0.11739465735939889,0.9812347556443346,1.0762347556443348,-0.21709857768899532,1.3395680889776747,0.2895680889776717,0.7879014223110048,0.2879014223110047,1.538143900178629,-0.08852555694667985,-0.21448782707050737,-0.1398054741147038,0.9729014223110046,0.8142072957567565,-0.17020067799195873,-0.09116396178034826,-0.14287034877270433,1.263961762877346,0.5913629074198925,1.0956284295440162,1.4270139690182222,1.016402625150003,0.02384696914526402,-0.021319364315110778,0.6236806356848892,0.4803473023515552,-0.2139271491057164,75.75079772090746,3.7254492171759437,-0.2107598487259548,1.1505848511325585,0.9388905359063993,-0.18638230847127557,0.8133107021178563,0.040284358195391445,1.7482730785657288,1.7304430427828936,-0.20638230847127556,30.981227653675443,6.921268996444369,1.9005937136668358
-0.653579054001235,0.41475427933209796,-0.9641417118490638,-0.8255209235476924,0.27188389799665225,0.36688389799665244,-0.9264494353366777,0.6302172313299923,-0.41978276867001063,0.07855056466332244,-0.42144943533667767,1.1524725238979283,-2.496786025254865,-1.7965854309398304,-0.4757389165166441,0.2635505646633223,0.3862169216081249,-0.5248523983164078,-0.29212502758888104,-0.708579054001235,0.5433242727421768,-0.4540243956447663,0.37499093940884687,0.9257863798984217,0.2297195108952658,-0.16675143134267836,-0.5225469534349112,0.12245304656508871,-0.02088028676824527,-0.9804306210810776,73.8274902444134,3.2959472118372006,-0.9775209798229206,0.3678055209744786,0.3655687668221429,-0.8480659604507936,-0.03765841643752116,-0.6213992937841266,0.9073065723595591,0.5400890843581808,-0.8680659604507936,30.18336245461968,6.10856743685988,1.0563762707465523
1.3261906447918497,2.3945239781251826,1.8220028894762859,2.4743323018779635,2.7543476126330555,2.8493476126330557,1.5560142792997256,3.1126809459663956,2.0626809459663926,2.5610142792997257,2.0610142792997257,2.502178648967912,5.931228353685495,3.7401667309494115,0.6999029711399074,2.7460142792997253,1.8840237721714048,0.7162964880871404,0.4111638294637485,1.2711906447918495,3.0652869959559954,3.2044416788243604,2.896953662622666,2.67989619642957,2.98281731151076,0.5002719579686499,1.2315628630962372,1.8765628630962372,1.7332295297629032,1.7020459500077239,80.55834983386748,4.799044208368315,1.7058573021938832,3.1072415317080764,2.3719813526651166,1.4675802940055573,2.940416447805579,1.6942469606722244,3.85037602011409,4.705884441485729,1.4475802940055573,32.97559338586195,8.952720102280294,4.010822785779368
-0.41637079963901197,0.651962533694321,-0.630316773683773,-0.43014542925057503,0.5693229812523687,0.6643229812523689,-0.6290103520809612,0.9276563145857087,-0.12234368541429419,0.3759896479190389,-0.12401035208096123,1.3141890276028942,-1.48697433867995,-1.1331934637031011,-0.33487810826398406,0.5609896479190387,0.5656782744162263,-0.3761427979387061,-0.20785971016556748,-0.47137079963901196,0.845495972564052,-0.015681313771516603,0.6771626392307221,1.1359569506434184,0.5595849107802102,-0.08683130028209579,-0.31237638268991447,0.3326236173100855,0.18929028397675152,-0.6590267804306001,74.63395548860065,3.4760424092238473,-0.6560090996993161,0.6960340186827083,0.6059692676017784,-0.570614292170957,0.31916285440917036,-0.34394762550429003,1.2599336312514264,1.0392183746472914,-0.5906142921709571,30.51791663300718,6.44934267415911,1.4103664852976296
0.4474770957946663,1.5158104291279992,0.5853827855609484,1.009704501658947,1.6525151609722875,1.7475151609722877,0.45418182763895754,2.0108484943056273,0.9608484943056246,1.4591818276389577,0.9591818276389575,1.9031165156366971,2.1904849579093413,1.2826995088490438,0.17809861375318203,1.6441818276389575,1.2192276728205025,0.16541708859414453,0.09901163927332882,0.39247709579466633,1.9459230536223022,1.5806448755182259,1.7775897202889723,1.9013409618714627,1.7608649093753128,0.20421606316270258,0.4530076285381298,1.0980076285381297,0.9546742952047959,0.5114385226285706,77.57088239194404,4.131900097053725,0.5148496537131554,1.891352865107168,1.4814424555734498,0.4397891626856711,1.6186087977876655,0.6664558293523382,2.544105396334909,2.8569113892720854,0.4197891626856711,31.736271886645465,7.690353331011424,2.6995024922475
-1.022609027947241,0.045724305386091846,-1.4834803350554384,-1.440615068360011,-0.1908484695573398,-0.09584846955733961,-1.3891818028906697,0.16748486377600025,-0.8825151362240027,-0.3841818028906696,-0.8841818028906697,0.9008866871852116,-4.067771745752039,-2.828638556762032,-0.6948791000623435,-0.19918180289066978,0.10702504218069545,-0.7562031162771065,-0.4232183910002248,-1.0776090279472412,0.07322927199145357,-1.135964138922347,-0.09510406134187632,0.5988195108289815,-0.28345917360086836,-0.2910848950425199,-0.8495138225043515,-0.20451382250435146,-0.34784715583768544,-1.480445476214555,72.57285494999269,3.015769246790888,-1.4777039142842465,-0.1428265996626139,-0.008427453409914243,-1.2797034774160974,-0.5927729281056526,-1.0530368107494303,0.3587170862752721,-0.23641706837380144,-1.2997034774160974,29.662889336743532,5.578416084074549,0.5056660941375809
-0.72316149859377,0.34517183473956303,-1.0620656029292725,-0.9414999964477653,0.18463339912197507,0.27963339912197527,-1.0136999342113548,0.5429667324553151,-0.5070332675446878,-0.008699934211354732,-0.5086999342113548,1.1050347579188144,-2.7930032286524193,-1.991184202080797,-0.5170588925514298,0.1763000657886451,0.33357389840538837,-0.5684747315968444,-0.3168433359649739,-0.7781614985937699,0.4546855126078826,-0.5826075399749406,0.2863521792745527,0.864135143801411,0.13295710702276411,-0.1901951268679584,-0.5841981895319219,0.06080181046807798,-0.082531522865256,-1.0747109191846136,73.59092249376603,3.2431182572663264,-1.0718329701231424,0.27152328443561746,0.29504991169000605,-0.9294533699534484,-0.14232802995870186,-0.7027867032867814,0.8038672849994157,0.3936749712429649,-0.9494533699534484,30.085224648903612,6.008604751616756,0.9525371165968525
0.06759630103045675,1.1359296343637897,0.05077372162552524,0.37652435618842406,1.176176782086961,1.2711767820869613,-0.02215655124636884,1.5345101154203011,0.4845101154202982,0.9828434487536313,0.48284344875363117,1.644133142064368,0.5733065545284591,0.22030027475976224,-0.04748508667082524,1.167843448753631,0.9318265386673102,-0.0727361802810809,-0.035936344893130696,0.012596301030456752,1.4620055533977947,0.8786536283370643,1.2936722200644648,1.5647600799568748,1.2325969087088786,0.07622674429779808,0.11642674662354191,0.7614267466235418,0.6180934132902078,-0.003278584307052107,76.27935626552292,3.8434838827849505,-4.0474692684675656e-05,1.365706306521295,1.096449388854833,-0.0045400641288980415,1.0471719044027126,0.22212660253776897,1.9793853879719039,2.0575731369211168,-0.02454006412889803,31.200494969778745,7.1446136039970565,2.132599437360247
0.8457255825899959,1.914058915923329,1.145840838912923,1.6734996665579753,2.1518850717659306,2.2468850717659308,0.9535517384326007,2.5102184050992706,1.4602184050992677,1.9585517384326008,1.4585517384326008,2.17462204592903,3.8858558766320828,2.3964670200789526,0.4145895566430803,2.143551738432601,1.5205249965001937,0.41508535364499877,0.24048452032205506,0.7907255825899959,2.4532385453617804,2.3165782414231537,2.28490521202845,2.2541959330997976,2.3146753014441845,0.3383938190967739,0.8058625997664648,1.4508625997664648,1.3075292664331308,1.0510428190026875,78.92485535554988,4.434261581190011,1.0546353373530855,2.4424150652268963,1.885050398803508,0.9056022405162448,2.2176753503119535,1.1322689071829117,3.1361302943906435,3.6948986047984342,0.8856022405162448,32.297954260018614,8.262480228351599,3.2938159897451333
0.32397424481833714,1.39230757815167,0.4115763060973227,0.8038516282707187,1.4976530341351155,1.5926530341351157,0.2993197008017856,1.8559863674684556,0.8059863674684526,1.3043197008017857,0.8043197008017856,1.8189185634567155,1.6647249139490872,0.9373034369930399,0.10475921223527224,1.4893197008017856,1.125790837026313,0.08799120110309908,0.05513876913149633,0.26897424481833715,1.7885968825212832,1.3524208600316954,1.6202635491879533,1.7919153234251173,1.5891199697492762,0.16260552113952526,0.34358199009178425,0.9885819900917843,0.8452486567584503,0.3440991071356275,77.15099499326041,4.0381332490821045,0.3474539872984851,1.720460181175762,1.3562775564756104,0.2953335149139311,1.4328292415194857,0.5220001815805981,2.3605095631222883,2.597038938702278,0.2753335149139311,31.562085727112404,7.5129281673646195,2.5151969298954366
