G832,G2920,G260,G2570,G795,G866,G800,G383,G1217,G257,G2208,G418,G2835,G1294,G2953,G1800,G1896,G847,G942,G200,G599,G1276,G261,G1853,G311,G43,G1033,G1945,G1338,G266,HT,FUS,G1789,G1263,G2318,G1750,G1373,G524,MIL,YR.GLASS,G775,FT,YR.FIELD,YLD
2.4283641274061365,1.0733643985439676,0.2253224143411584,1.9059985908233044,1.0464660227960063,1.3476306231949713,0.5781251862860977,1.3907531321027478,2.46413946074815,0.6020111267255168,0.04506141643030003,1.6367994213130437,0.36801552028552165,1.8044318901390883,0.5107274536295948,0.22667607381627725,0.37765231118763054,1.6909228194613304,0.19347277391732526,-0.9537342279127764,1.8169238402424517,1.8637079978612134,2.4177178296519943,1.074420772270473,1.2288455034614298,-0.05573901627972605,-0.40758829289572684,1.7964013390017353,0.2815242504080983,-0.049653118551834366,81.58557191056735,4.80498049106772,0.12102181110238756,2.47229277103752,0.9940839467669556,1.4927212692405512,1.817397484894741,0.5296730634800912,2.1414456686334518,2.862208295670131,-0.2778995292412167,29.36943287420054,2.667048937189397,7.338265751599836
1.7053335532183636,0.35955916197173343,0.6708993440694991,1.1993490627529573,1.7244659546794023,1.215831341646967,0.18518325091072232,1.2405999927815616,1.0297471593671372,-0.7451707606813766,-0.37512433854976557,1.0087195787384864,0.015874976155192986,0.9352518358529951,0.7845095256793285,0.18648460568847647,0.6586013408870878,1.0252164201497571,-0.24687426906602472,-0.7149647520328295,2.0581373859364427,2.3277604053364627,2.3115065287016447,2.1126486538707123,1.4918186087320213,0.9698753153872939,1.0386844932723376,0.9073491886070063,-0.007041747005182018,1.1163257006167497,72.04885640821757,5.106650920598184,0.053178378916000635,2.570791308203001,0.060610851703738186,-0.11628574888096907,0.8940694254704257,-0.47709581555461406,2.472491715131315,2.245761566775878,0.4048793444401465,34.64736036920068,2.7804743560560556,7.066236148798461
1.5008138672237141,2.8576115432492273,-0.3372814955880639,1.5936050445339869,-0.24192913778114197,1.0548603219035488,1.3693433106850934,1.6631614676176736,3.098863103243923,0.20994349036937165,0.39132205481489635,1.2675373522129463,0.13182524055507916,1.4703486766201244,-0.38516485161648706,0.2216969816700547,-0.1512279604415692,1.456297914939656,0.4990035349628627,-0.3823523385224552,2.0352645076292304,0.6091412955782388,2.5649125936870707,1.997046970112618,2.798591093799808,-0.3894995089822604,-0.33921843925965706,-1.328534811781769,0.46378433557430426,0.14516918027049416,78.90692797632298,2.9354311531589747,1.0340526076329328,2.1284553032006617,0.012250802764728714,0.34709567049235607,1.586310812238617,-0.1967046495325318,2.843284569088738,2.2229935379455297,-0.25093875191630577,34.15904087356156,2.806441529242428,7.204417755774162
1.5027380030094284,0.6588660182335837,-0.059794535909184064,1.770110299574105,1.0156597449769014,0.4897343248084004,2.973047613022672,1.6584002206913249,0.2733275454883122,-0.5885438880986237,0.05215520982274853,1.181493363551005,-0.05357601258114585,1.4618580278674627,0.06683102139455928,0.0034597632507657517,0.2803417470295123,1.4860587883116543,0.13758817279003227,0.7587958050980479,1.8239695428691844,1.742046026408136,2.053348810567046,2.691544983240794,1.7074559277516788,-0.20622060381530768,0.3965850652152361,0.31499268205523107,-0.30423814783805864,0.5906943573780534,81.93067480127372,3.1213342749183814,-0.1622915369363508,2.706743458337002,-0.7258319703367172,1.4916292608213162,1.790283975067409,1.3600621228646377,2.8159456162445027,2.970155336516493,0.49202612078860863,28.947946384361238,3.2121403451349897,7.523213242094989
0.18418947190741522,1.7488601188429538,-0.21131952562669384,1.9619997415151866,1.4304084800748884,1.0525208717736705,1.984362503061355,0.9423521302906858,0.9660660339469355,0.40730331928619473,-0.030216474883986592,1.5962725094460157,0.0073351141892273545,2.0279457635585274,-0.10361587586518069,0.03200306763090842,-0.1083448773982457,0.5241276808776615,1.4579537082617489,0.07782209463222672,1.553628109604693,0.8011027237733188,2.7004112994947285,0.8840507086689957,3.3218954562347975,-0.8325303804603371,0.12919935078796477,1.7520931470074472,1.5313047079007185,-0.5460013766222105,76.94119115530208,4.378333504452625,-0.4816598505253477,0.9317844751474995,1.535461691109893,-0.7594283194133281,-1.0332794714693678,1.6778426944820257,2.243907138035926,3.094972880153531,-0.4142471838296002,34.08881280450634,2.471661402604677,7.336545184574187
2.778663217783156,-0.10607894014720405,0.4761550930040937,1.4517425340177328,-0.20266601070083087,-0.8561359951224045,0.6795759816993776,1.2750006108491256,2.688585504326413,-0.7978577850970467,0.1320292856802836,3.051024351530785,0.12213649678959035,1.7627481283298885,-0.13703269482226177,-0.06886646791143992,1.0795759468932173,1.1593725293536408,-0.9724030783726542,0.27661348394353646,1.7941545576599018,2.1567916640393734,1.4243546695482137,1.5908258524646248,1.076465630475517,0.45437663808895257,0.05513818557542014,0.4596991334711233,0.7819986054042501,-0.3892244312866271,80.25029401797171,4.3929789750627535,0.9954077613004083,1.587483030731184,0.9617426251557618,0.7213200721459817,1.1685652398443163,1.63027029230021,2.6070307979233514,2.473687859957317,0.36943340475474706,34.05076986437307,2.6166743399126777,7.153939961886501
1.1813950638196293,0.2717607723330514,1.7254408245738875,1.7066999204981885,0.9848787284656236,2.26389767223954,0.16926110784632337,1.787176256927743,1.830457677002955,0.24526853179031777,-0.18763783679343254,1.8285353925885108,-0.03817668942907294,-0.530460012817181,-0.43775432563258315,-0.021715211055939276,1.40767353935542,1.885341590293023,0.6772696585855734,0.2555009722568609,1.9701537459435718,0.9748863741062992,0.6985077449807828,1.6346777934485288,1.878950232876837,0.47321332884616163,0.8158571068957554,1.2182959386917773,1.0855616535365704,0.4140780991362872,79.30499760029278,3.4781956856178873,-0.8784172867517359,2.452890118971282,0.37559108105923245,-0.1689910813072646,2.496930093915816,0.14245175894621784,2.5213297260613925,2.7771006775849125,0.2200990616408654,34.20971250161923,1.5636571719542343,6.794564556394152
1.3209802295617266,1.2695305662486136,0.07410669234238441,1.1153414319764443,1.4689872828220751,1.721670646475757,2.079439034161264,1.091172229643905,0.7276064657419239,1.777946328361433,0.24266948449966355,2.65221756591263,0.06465552117269723,0.17835086958784024,-0.6952207664194486,-0.10811051206556295,0.8809437371980652,0.17693538824411753,-1.016837338142169,0.379130379451925,1.9892667649628577,1.7371984446401356,1.4255171024322006,1.5853841324076552,0.0945101857998045,0.14628335432319092,0.7112349534073145,1.8683152056666046,2.0123037073856738,0.617315586938562,77.34119748751274,3.585880804111762,0.12325823105771602,1.3258574673065122,-0.3244460142953557,0.6121075501091268,1.8574611112612898,-0.15299246085393983,2.5744979669455876,2.7160895874701465,-0.3628479142317907,33.17170728431743,2.319255370603731,7.521875313454355
1.2857281995243026,2.2513658301818604,0.6005164039148865,1.4338661244905726,1.9098964727803747,1.9968472132098245,0.1650574439388995,1.8929299231771406,2.516652390105672,1.1813068541113267,-0.13998084775789532,2.208781571094565,-0.105325941215544,1.6792691390932037,1.766894095138312,0.25978621705578414,1.425243959945352,1.772481997641432,-0.8114681739858887,0.31273606375752583,2.201908901019587,0.5896877684583273,0.7329936259068763,1.5744351063344988,2.2027134684154492,-1.1325580876780728,-0.7638524650310132,2.630952465145252,1.1728800848746284,0.8224045370973839,75.3522802597114,3.6329613228277475,0.850967419972956,1.1426485057175684,1.873537117773131,-0.2812954337492398,2.469634952695657,1.9661674607290085,2.7487062934831976,2.4619541606041695,0.9646744583078578,29.40700988070485,2.5544319395264554,7.804837855362448
-0.11501299036200761,1.5930255330504457,0.866828737753599,1.0903532021871094,-0.8005203725261066,0.5128126419902145,0.30684765218192517,1.6525118598847495,1.0977123078760427,1.3133047909610238,-0.08880608862908,2.4867458333272823,0.5029438215613591,1.3951363996711739,0.650756984092445,0.12356255937832447,1.5949363414069497,2.8175444674086356,0.7622008481267164,0.9436112987651435,2.297007698570387,1.3938586638217185,0.1546284501860059,2.549111590601065,1.4744793450547256,0.5381558913835833,1.3691585337120311,-0.28715703778830826,1.602750705002805,0.673688434492342,76.1635401809919,3.7950896708623434,0.7329950727777936,2.1350204867721976,2.004828462321683,1.2215035117529724,1.4109061461251486,1.8769209920294077,3.348108157885689,2.6702108976753127,0.27203162731262354,27.18848246897784,2.083143427783522,7.501906542653625
