eutG,sucA,yhdM,sucD,gltA,flgD,dnaJ,atpG,cspG,yedE,pspB,pspA,nmpC,lpdA,yecO,cspA,yfiA,hupB,b1191,ygcE,atpD,yheI,folK,dnaK,b1963,asnA,lacA,lacY,nuoM,lacZ,yaeM,mopB,ftsJ,icdA,aceB,fixC,yjbO,ygbD,ycgX,dnaG,yceP,yfaD,ibpB,b1583,tnaA,cchB
2.2166490896289357,-2.6901400749805267,1.8396823896612333,-3.4513717187417763,-0.8050040312844939,-1.8796311746695387,1.61597331961409,-2.8479767181785043,2.560071597681559,-1.373620541056655,-0.34016270368143947,0.7052500990266164,-0.2870411054162618,-1.1960805431783437,1.8482924582006417,2.287695503448022,0.019183530470787802,-1.5134395862331016,1.6037609525263485,3.481260727360743,-0.3462699833487407,0.13689604231035077,0.5505367131964852,0.859298820471297,1.3606416961811896,3.219185770594323,0.521170966037425,0.12525145607903934,-1.4297068075379555,1.1503225192900106,6.244748753949525,0.8304884938437957,1.4031392774072406,2.454075326646606,2.363373382613239,1.277435092390454,1.3800611624733294,3.8214171687284693,0.18697428050617682,0.27694960704041405,2.809070032063411,2.5271013317512043,3.9325649139608325,2.364108556743941,-2.0578075840946664,2.993177700135049
1.481181113886943,-1.7835796194528883,0.7385812194898896,-1.533451690612673,-0.9806934530232903,-1.0919486154772553,0.07413322229412733,-1.443180179410617,1.8402687085346954,-1.4889377988244172,-0.6318668237525402,0.8187088563282772,-0.6735108534704957,-1.5364961905969892,0.9134610598575278,0.8098228317601555,-0.2919977922486995,-0.6170855048997304,1.3364461116956963,2.9317192105316003,0.6804619638322434,-0.6322199266090077,-0.06688421559574964,-0.8712914034190269,-0.35589077164231864,2.464403423611949,0.4407300720291214,0.09019759620404838,-1.7697944143604736,1.1397518890918374,2.8358661744932125,-1.1328756754918914,-1.2409811595251388,1.0011460154908502,0.9694785643194668,2.0179101838014906,3.5067296524983758,3.051265134040465,-0.34283590311639267,0.12580737806271963,1.6681839286587639,1.5858717867033492,0.5261399372125948,0.5567058037634278,-1.846010422849277,2.671722167279089
1.7931755042212962,-1.0368043397720401,1.6020861837536757,-1.922144187847807,-1.3978776669585244,-1.4409973900095845,2.1613981935183055,-2.3887347917598576,0.7789713188162328,0.09291306616936235,-0.010136343789063088,0.27940926759222295,-0.05371214878825898,0.05375693076157381,0.8673328628056727,-0.3435081145258324,-2.2671908993072725,-0.2550961578651675,1.0289556639861,1.2891407445472147,-0.13589047681210065,-0.274404019937601,0.637713898445475,-0.6861654387362728,0.9146066076001058,0.9128556006094872,2.024713878360961,2.424089227217264,-0.03529445721870195,1.1449882454872335,0.9787025479120589,0.25800366566637645,1.1867498563263719,-0.5748787450663954,-0.5866759742842079,-0.8945113430769818,2.4347870599296546,-0.38347287478028214,-0.5139535894882273,-0.15034804185598166,2.2961692900473736,2.2977773012534892,2.1084694060277878,3.566485300094432,-0.5881319538745344,0.45511763277778106
2.4737811574915334,-2.1388977745091777,2.1437188132514757,-1.894416910163705,-2.0926931939257574,-1.8117880254271317,2.3417700050153933,-0.9900201414626526,1.0076656929697765,-0.037781275570232364,-0.4695588079569649,-0.17157312837967048,0.7643755143165214,-0.9575631610709116,1.277566156068303,0.1763660162459147,-2.4883783996713196,0.1955174724142336,0.866861023007742,2.0505002404228128,0.13341601384361446,-0.8873735327835193,-0.43180854671439317,-0.9572885433289625,0.34515175840458723,1.8146327683908823,-2.5998136899178954,-2.2836651626936115,-2.566850668460058,-2.7150507853003614,1.6476104775780545,-1.1888354137695025,-0.41335309036051676,0.3746542267739794,0.7413911799175888,0.07930746693140289,0.8493308262724362,1.2764339769457418,0.876957028155341,0.04940190659589505,3.2980649606477015,2.4210282020111853,2.1146935622063516,1.784694975949819,-0.9502449019252941,0.24488066754569005
2.2724635613621222,-1.931861580034884,0.35327811934388587,-2.8381222140779143,-0.9080935379645426,-1.6027605269361154,0.8188593939313048,-2.3862263683869847,0.10682606156186614,-0.4548758714947472,-0.2615914577976874,0.46173080454655524,0.04715694895317715,-0.604115851134108,0.6304237468009897,-1.8966479515335202,-3.2883985322276326,0.4352354003520446,1.1605410644182674,2.214141872050322,-1.6603464465599527,1.488912500315045,1.4952425618914045,1.3751732554101102,3.013346600182553,1.6315810194869944,-1.122534337532891,-0.9309146826751231,-2.093480878880941,-2.0709715622720264,0.9431764879365334,1.4075452914328475,2.944607805510021,0.020658113537643685,0.3495961477942433,1.048328124921019,1.6546238494637098,0.8763283092867564,0.9400244443452326,1.2338446050124796,1.6957448241896385,1.6818991525348703,2.5386287970701327,3.6976219113737416,-2.096255166978244,1.3672404764792347
0.7384118436270184,-2.0923413007452045,2.106921348961248,-2.4092184070552203,-1.4137427564549565,-1.7215137100472093,0.8914151451792304,-2.5124082049254493,2.6855257921189235,-2.220569306253687,0.12569541704771087,1.9694476782625552,-1.0723445637439357,-2.567761285311847,2.79463130039008,-0.13922447106167313,-1.1261592620155143,0.09622495936375863,0.29882182540711866,0.9839303215320729,-0.13038978461557793,-0.03571710667578412,0.65113093484727,-0.8709528922700522,0.7084126238266828,1.3832560640246718,3.203748885720427,2.8889487567617333,-0.7128220252926428,3.7866915947387603,4.538010615922847,-1.419177412216488,-0.353468553740017,-1.1494187688422275,-0.6511526827697782,2.1967909162792547,2.7890114856633934,2.4861518527380317,-0.17987362867317042,0.7772626960605036,0.39425776635860255,0.913167622494586,0.45486567226515884,2.3094716842090683,-1.6675751408741344,3.766973200716393
1.7777264875354102,-1.932116641815676,2.3344669735794485,-1.9832633363334604,-1.2759218969096409,-1.4069017643104789,2.3437438728041466,-1.4435963820747069,3.5887079500633368,-3.340740883662689,0.3400401547094685,3.048558385306735,-2.5369299169591497,-3.655370090385289,2.0083141787504064,0.715297055507903,-0.7312669457550574,-0.39349537073854673,2.284213907409503,4.693325313329453,-0.5236381736402824,0.3821471211735839,0.6544091941122963,-0.17236338985122518,1.4149110015685034,4.845268596474199,0.44855691611955195,-0.7272808457307728,-1.046529227904473,1.64689985334272,5.472515480557097,-0.2617404587088885,0.5162667380095914,1.4543692960630277,1.5646638874482195,2.190427131460293,1.461745184003304,2.9627559795585965,0.029179252788786025,-0.2550493495950816,1.3264723553767193,1.3425509143814847,3.448662520532037,0.3391077119551351,-2.31758213374886,0.08271684844524119
1.1837820100740926,-1.8642599627910421,1.7022628604953152,-2.9600811364348694,-1.685509305152382,-2.8423197980465997,0.9622164074806291,-1.5979018356068995,1.9016276788137825,-1.4481311216949035,0.02544889954392504,0.7296911930668271,0.09249833372549066,-1.1474936518021714,1.3067960025463203,0.24578227378986534,-0.2702565668276917,-0.6124197250034626,1.6272629951971824,3.3242033591831115,-0.033829770409115834,0.1959602287551367,0.9484389590355046,0.7190246709918787,1.922387693670037,3.3061844636070994,-0.5684569261557475,-1.3527034357768495,-3.0012326730738295,0.6001722427416618,2.6658503725858065,1.2861088515627932,1.4322106082201544,1.860732666140375,2.186890306306412,1.6826831186185198,1.820015582846702,3.651875644197209,-0.7010780315995595,-0.40700085141130726,0.6271453990296905,0.7043632646043334,1.4119289434969937,0.09311984516612637,-2.0967844766734247,3.45608023564227
1.209740178438806,-1.0664425511488054,0.8952281725504466,-1.2430892766264137,-2.7632071424200584,-1.2260529428455915,1.966386954276079,-0.010695978631731773,1.5297961663138486,-1.3341028510842003,0.5389736549654243,0.9531345440450679,-0.18353179563650346,-1.7925683453704078,1.538477002089284,-1.882202700224185,-2.7030605938217898,0.6884180724307123,1.2086675412386794,3.3478652601148946,0.2398197619303572,-0.7971303828444541,-0.4254551617646848,-0.40455642000366276,-0.2918663699728569,2.9341693332037306,0.9619338233744329,0.8200236444205748,-2.264410028202388,0.8765765248228898,2.590293779658136,-0.30286631159328886,0.04294925363786167,0.4194378607053726,0.9417568962995617,-0.3075320914630577,0.6451214784057373,0.2312553591299481,0.320659335881212,-0.5176514682039317,0.780695311504985,1.4446016666165615,1.5111860181549897,1.926514196899805,-0.6449690048377852,0.7617238818600545
1.4868114859259631,-1.675102678749676,0.8906930211725198,-1.9850430905119523,-1.6854565173145808,-1.4325292148970121,1.9428964962629047,-2.0586192825733494,0.200952366802992,0.12050457458079455,0.28971961168420957,-0.041545560835515416,0.771798486392324,-0.3937289017852984,1.1519903165442351,0.0376611714769558,-1.5910468578189734,-0.48106036871009483,0.8838066102031992,2.4486410778861387,-1.9263855595394874,0.7488382176677475,1.7301498063892078,0.7003164009392586,1.7184116357685801,2.3071439083781837,-0.19613745445091157,-0.38808639168137227,-2.164150630984442,0.25940458085145024,2.018883681334702,0.33421401122086647,0.6107415402118292,1.1733964190596347,1.3793377643491664,1.0482982140047334,3.018840269483458,1.8100365970860581,0.6957697847547732,0.23645200315243614,1.6077074645522371,1.4665717814712196,1.4060443737724873,2.89378221513868,-1.414687517450052,1.4229271986827212
